time,LT
2.302,320
2.303,320
2.304,320
2.305,320
2.306,318
2.307,320
2.308,321
2.309,320
2.31,320
2.311,320
2.312,321
2.313,321
2.314,321
2.315,323
2.316,325
2.317,325
2.318,322
2.319,324
2.32,322
2.321,323
2.322,322
2.323,324
2.324,322
2.325,325
2.326,326
2.327,324
2.328,323
2.329,322
2.33,319
2.331,319
2.332,318
2.333,319
2.334,318
2.335,319
2.336,320
2.337,320
2.338,320
2.339,319
2.34,320
2.341,318
2.342,320
2.343,319
2.344,320
2.345,321
2.346,320
2.347,321
2.348,322
2.349,323
2.35,324
2.351,324
2.352,324
2.353,322
2.354,321
2.355,320
2.356,320
2.357,322
2.358,321
2.359,322
2.36,324
2.361,323
2.362,323
2.363,322
2.364,321
2.365,320
2.366,323
2.367,323
2.368,321
2.369,321
2.37,320
2.371,322
2.372,320
2.373,320
2.374,321
2.375,321
2.376,320
2.377,320
2.378,320
2.379,320
2.38,321
2.381,321
2.382,320
2.383,319
2.384,320
2.385,321
2.386,322
2.387,321
2.388,321
2.389,320
2.39,320
2.391,319
2.392,320
2.393,320
2.394,320
2.395,319
2.396,320
2.397,321
2.398,322
2.399,323
2.4,321
2.401,319
2.402,321
2.403,321
2.404,321
2.405,322
2.406,321
2.407,320
2.408,321
2.409,323
2.41,322
2.411,320
2.412,321
2.413,321
2.414,323
2.415,322
2.416,321
2.417,322
2.418,320
2.419,321
2.42,321
2.421,322
2.422,320
2.423,322
2.424,323
2.425,322
2.426,322
2.427,322
2.428,323
2.429,321
2.43,321
2.431,322
2.432,322
2.433,321
2.434,321
2.435,322
2.436,321
2.437,321
2.438,319
2.439,320
2.44,321
2.441,322
2.442,321
2.443,321
2.444,320
2.445,320
2.446,319
2.447,320
2.448,321
2.449,322
2.45,322
2.451,320
2.452,320
2.453,321
2.454,320
2.455,321
2.456,320
2.457,321
2.458,321
2.459,319
2.46,319
2.461,319
2.462,320
2.463,322
2.464,321
2.465,322
2.466,321
2.467,321
2.468,323
2.469,321
2.47,319
2.471,320
2.472,322
2.473,322
2.474,322
2.475,323
2.476,323
2.477,323
2.478,321
2.479,321
2.48,321
2.481,321
2.482,321
2.483,323
2.484,324
2.485,325
2.486,323
2.487,322
2.488,324
2.489,324
2.49,325
2.491,324
2.492,324
2.493,325
2.494,324
2.495,325
2.496,324
2.497,325
2.498,324
2.499,325
2.5,324
2.501,323
2.502,321
2.503,322
2.504,322
2.505,322
2.506,322
2.507,322
2.508,321
2.509,320
2.51,320
2.511,319
2.512,321
2.513,319
2.514,320
2.515,320
2.516,320
2.517,320
2.518,320
2.519,321
2.52,320
2.521,320
2.522,321
2.523,321
2.524,320
2.525,320
2.526,320
2.527,320
2.528,321
2.529,321
2.53,320
2.531,319
2.532,320
2.533,320
2.534,322
2.535,321
2.536,322
2.537,323
2.538,323
2.539,323
2.54,322
2.541,322
2.542,323
2.543,324
2.544,324
2.545,323
2.546,324
2.547,322
2.548,319
2.549,320
2.55,321
2.551,322
2.552,322
2.553,321
2.554,322
2.555,323
2.556,324
2.557,323
2.558,322
2.559,320
2.56,319
2.561,316
2.562,318
2.563,320
2.564,321
2.565,322
2.566,320
2.567,320
2.568,318
2.569,316
2.57,318
2.571,320
2.572,321
2.573,320
2.574,320
2.575,321
2.576,320
2.577,321
2.578,322
2.579,323
2.58,324
2.581,325
2.582,324
2.583,324
2.584,322
2.585,321
2.586,322
2.587,321
2.588,321
2.589,319
2.59,319
2.591,320
2.592,319
2.593,321
2.594,321
2.595,323
2.596,322
2.597,322
2.598,322
2.599,323
2.6,322
2.601,321
2.602,321
2.603,321
2.604,322
2.605,324
2.606,322
2.607,322
2.608,321
2.609,323
2.61,322
2.611,322
2.612,322
2.613,323
2.614,321
2.615,321
2.616,321
2.617,323
2.618,322
2.619,321
2.62,321
2.621,323
2.622,323
2.623,323
2.624,323
2.625,323
2.626,321
2.627,320
2.628,322
2.629,322
2.63,321
2.631,320
2.632,320
2.633,321
2.634,322
2.635,322
2.636,324
2.637,325
2.638,322
2.639,322
2.64,322
2.641,323
2.642,323
2.643,322
2.644,321
2.645,322
2.646,322
2.647,320
2.648,321
2.649,321
2.65,320
2.651,318
2.652,320
2.653,320
2.654,319
2.655,320
2.656,321
2.657,321
2.658,321
2.659,322
2.66,322
2.661,322
2.662,322
2.663,323
2.664,322
2.665,322
2.666,321
2.667,321
2.668,321
2.669,320
2.67,322
2.671,320
2.672,321
2.673,322
2.674,324
2.675,322
2.676,322
2.677,322
2.678,323
2.679,322
2.68,320
2.681,320
2.682,320
2.683,322
2.684,323
2.685,327
2.686,329
2.687,328
2.688,327
2.689,326
2.69,327
2.691,327
2.692,323
2.693,322
2.694,323
2.695,325
2.696,327
2.697,323
2.698,321
2.699,320
2.7,319
2.701,319
2.702,318
2.703,318
2.704,316
2.705,316
2.706,317
2.707,319
2.708,318
2.709,319
2.71,319
2.711,319
2.712,319
2.713,320
2.714,320
2.715,321
2.716,320
2.717,321
2.718,320
2.719,320
2.72,322
2.721,322
2.722,322
2.723,321
2.724,320
2.725,322
2.726,322
2.727,320
2.728,321
2.729,321
2.73,320
2.731,324
2.732,324
2.733,324
2.734,324
2.735,322
2.736,321
2.737,321
2.738,321
2.739,322
2.74,322
2.741,322
2.742,322
2.743,322
2.744,322
2.745,322
2.746,322
2.747,322
2.748,322
2.749,322
2.75,321
2.751,321
2.752,320
2.753,321
2.754,321
2.755,321
2.756,321
2.757,322
2.758,323
2.759,323
2.76,322
2.761,322
2.762,324
2.763,325
2.764,325
2.765,323
2.766,326
2.767,329
2.768,327
2.769,326
2.77,325
2.771,321
2.772,320
2.773,321
2.774,321
2.775,320
2.776,321
2.777,320
2.778,320
2.779,319
2.78,319
2.781,318
2.782,317
2.783,318
2.784,320
2.785,324
2.786,323
2.787,325
2.788,324
2.789,322
2.79,320
2.791,321
2.792,320
2.793,319
2.794,320
2.795,321
2.796,320
2.797,322
2.798,325
2.799,327
2.8,326
2.801,325
2.802,322
2.803,320
2.804,321
2.805,320
2.806,319
2.807,320
2.808,322
2.809,323
2.81,322
2.811,321
2.812,320
2.813,319
2.814,320
2.815,317
2.816,317
2.817,319
2.818,323
2.819,324
2.82,323
2.821,322
2.822,321
2.823,321
2.824,321
2.825,322
2.826,322
2.827,322
2.828,323
2.829,325
2.83,329
2.831,328
2.832,329
2.833,326
2.834,324
2.835,320
2.836,319
2.837,319
2.838,315
2.839,318
2.84,318
2.841,319
2.842,321
2.843,322
2.844,320
2.845,317
2.846,316
2.847,314
2.848,314
2.849,313
2.85,314
2.851,317
2.852,323
2.853,327
2.854,331
2.855,334
2.856,334
2.857,331
2.858,329
2.859,329
2.86,328
2.861,325
2.862,321
2.863,319
2.864,318
2.865,318
2.866,318
2.867,316
2.868,316
2.869,314
2.87,312
2.871,314
2.872,312
2.873,313
2.874,317
2.875,320
2.876,322
2.877,323
2.878,325
2.879,328
2.88,334
2.881,340
2.882,340
2.883,341
2.884,340
2.885,336
2.886,333
2.887,333
2.888,326
2.889,323
2.89,315
2.891,312
2.892,311
2.893,308
2.894,310
2.895,307
2.896,304
2.897,304
2.898,307
2.899,313
2.9,315
2.901,322
2.902,325
2.903,325
2.904,324
2.905,324
2.906,323
2.907,323
2.908,324
2.909,323
2.91,322
2.911,324
2.912,323
2.913,322
2.914,319
2.915,314
2.916,309
2.917,310
2.918,314
2.919,315
2.92,318
2.921,320
2.922,321
2.923,323
2.924,329
2.925,331
2.926,329
2.927,331
2.928,329
2.929,327
2.93,325
2.931,322
2.932,320
2.933,318
2.934,318
2.935,319
2.936,317
2.937,319
2.938,318
2.939,320
2.94,321
2.941,322
2.942,323
2.943,322
2.944,320
2.945,327
2.946,331
2.947,332
2.948,329
2.949,322
2.95,320
2.951,315
2.952,312
2.953,314
2.954,316
2.955,318
2.956,321
2.957,321
2.958,317
2.959,317
2.96,314
2.961,314
2.962,314
2.963,320
2.964,323
2.965,329
2.966,331
2.967,335
2.968,331
2.969,327
2.97,323
2.971,320
2.972,321
2.973,324
2.974,325
2.975,326
2.976,326
2.977,324
2.978,323
2.979,320
2.98,314
2.981,313
2.982,312
2.983,314
2.984,317
2.985,322
2.986,330
2.987,334
2.988,336
2.989,336
2.99,332
2.991,329
2.992,324
2.993,318
2.994,315
2.995,315
2.996,316
2.997,316
2.998,318
2.999,316
3,315
3.001,313
3.002,312
3.003,309
3.004,307
3.005,309
3.006,312
3.007,312
3.008,312
3.009,312
3.01,312
3.011,317
3.012,323
3.013,329
3.014,329
3.015,326
3.016,325
3.017,326
3.018,328
3.019,331
3.02,333
3.021,335
3.022,333
3.023,329
3.024,327
3.025,329
3.026,331
3.027,334
3.028,333
3.029,331
3.03,325
3.031,320
3.032,315
3.033,310
3.034,307
3.035,305
3.036,308
3.037,312
3.038,317
3.039,323
3.04,325
3.041,325
3.042,321
3.043,319
3.044,317
3.045,320
3.046,325
3.047,331
3.048,330
3.049,327
3.05,326
3.051,323
3.052,322
3.053,324
3.054,322
3.055,317
3.056,315
3.057,314
3.058,311
3.059,308
3.06,307
3.061,309
3.062,314
3.063,317
3.064,318
3.065,319
3.066,322
3.067,322
3.068,321
3.069,320
3.07,321
3.071,323
3.072,324
3.073,323
3.074,323
3.075,323
3.076,327
3.077,326
3.078,325
3.079,324
3.08,324
3.081,322
3.082,322
3.083,327
3.084,329
3.085,328
3.086,329
3.087,327
3.088,327
3.089,321
3.09,319
3.091,318
3.092,316
3.093,316
3.094,318
3.095,332
3.096,346
3.097,346
3.098,340
3.099,336
3.1,328
3.101,317
3.102,306
3.103,298
3.104,299
3.105,307
3.106,310
3.107,313
3.108,316
3.109,318
3.11,317
3.111,316
3.112,315
3.113,315
3.114,317
3.115,321
3.116,321
3.117,323
3.118,322
3.119,325
3.12,329
3.121,334
3.122,334
3.123,333
3.124,328
3.125,322
3.126,318
3.127,310
3.128,306
3.129,311
3.13,316
3.131,322
3.132,324
3.133,319
3.134,317
3.135,317
3.136,317
3.137,316
3.138,316
3.139,319
3.14,319
3.141,321
3.142,326
3.143,329
3.144,329
3.145,327
3.146,323
3.147,320
3.148,317
3.149,316
3.15,314
3.151,318
3.152,321
3.153,327
3.154,328
3.155,332
3.156,336
3.157,339
3.158,337
3.159,335
3.16,337
3.161,343
3.162,343
3.163,334
3.164,324
3.165,319
3.166,314
3.167,313
3.168,310
3.169,309
3.17,312
3.171,316
3.172,316
3.173,320
3.174,325
3.175,322
3.176,318
3.177,314
3.178,309
3.179,306
3.18,307
3.181,307
3.182,309
3.183,319
3.184,327
3.185,329
3.186,330
3.187,332
3.188,330
3.189,327
3.19,322
3.191,316
3.192,312
3.193,310
3.194,310
3.195,314
3.196,321
3.197,329
3.198,331
3.199,328
3.2,324
3.201,322
3.202,321
3.203,327
3.204,330
3.205,330
3.206,330
3.207,330
3.208,330
3.209,326
3.21,321
3.211,318
3.212,318
3.213,318
3.214,318
3.215,320
3.216,319
3.217,318
3.218,318
3.219,312
3.22,311
3.221,310
3.222,312
3.223,316
3.224,317
3.225,318
3.226,319
3.227,316
3.228,317
3.229,317
3.23,322
3.231,324
3.232,324
3.233,323
3.234,323
3.235,322
3.236,322
3.237,320
3.238,321
3.239,322
3.24,325
3.241,325
3.242,327
3.243,328
3.244,328
3.245,326
3.246,324
3.247,323
3.248,321
3.249,321
3.25,318
3.251,317
3.252,316
3.253,317
3.254,322
3.255,328
3.256,327
3.257,326
3.258,324
3.259,325
3.26,327
3.261,323
3.262,320
3.263,324
3.264,324
3.265,326
3.266,327
3.267,323
3.268,321
3.269,315
3.27,311
3.271,311
3.272,315
3.273,316
3.274,315
3.275,315
3.276,316
3.277,317
3.278,320
3.279,322
3.28,322
3.281,322
3.282,326
3.283,329
3.284,328
3.285,328
3.286,330
3.287,337
3.288,337
3.289,334
3.29,329
3.291,323
3.292,321
3.293,319
3.294,317
3.295,315
3.296,319
3.297,322
3.298,329
3.299,334
3.3,331
3.301,326
3.302,319
3.303,313
3.304,308
3.305,307
3.306,311
3.307,317
3.308,319
3.309,319
3.31,320
3.311,322
3.312,323
3.313,325
3.314,329
3.315,328
3.316,323
3.317,321
3.318,316
3.319,316
3.32,316
3.321,316
3.322,314
3.323,316
3.324,319
3.325,318
3.326,319
3.327,320
3.328,320
3.329,321
3.33,323
3.331,324
3.332,324
3.333,322
3.334,319
3.335,318
3.336,319
3.337,322
3.338,322
3.339,321
3.34,323
3.341,325
3.342,326
3.343,324
3.344,321
3.345,321
3.346,321
3.347,320
3.348,325
3.349,329
3.35,330
3.351,328
3.352,322
3.353,321
3.354,319
3.355,318
3.356,316
3.357,318
3.358,316
3.359,318
3.36,316
3.361,317
3.362,315
3.363,316
3.364,317
3.365,317
3.366,318
3.367,320
3.368,322
3.369,324
3.37,323
3.371,325
3.372,327
3.373,328
3.374,327
3.375,326
3.376,323
3.377,320
3.378,322
3.379,321
3.38,321
3.381,321
3.382,321
3.383,321
3.384,321
3.385,322
3.386,322
3.387,322
3.388,320
3.389,321
3.39,320
3.391,322
3.392,322
3.393,323
3.394,325
3.395,325
3.396,323
3.397,321
3.398,320
3.399,319
3.4,318
3.401,320
3.402,320
3.403,320
3.404,324
3.405,323
3.406,321
3.407,320
3.408,322
3.409,322
3.41,323
3.411,327
3.412,330
3.413,331
3.414,329
3.415,323
3.416,322
3.417,323
3.418,322
3.419,321
3.42,321
3.421,318
3.422,318
3.423,320
3.424,319
3.425,318
3.426,320
3.427,323
3.428,320
3.429,319
3.43,317
3.431,317
3.432,318
3.433,319
3.434,318
3.435,321
3.436,324
3.437,330
3.438,333
3.439,329
3.44,326
3.441,323
3.442,322
3.443,321
3.444,319
3.445,317
3.446,317
3.447,317
3.448,320
3.449,322
3.45,320
3.451,320
3.452,320
3.453,320
3.454,320
3.455,323
3.456,323
3.457,320
3.458,321
3.459,320
3.46,320
3.461,321
3.462,324
3.463,323
3.464,324
3.465,323
3.466,321
3.467,323
3.468,322
3.469,322
3.47,324
3.471,323
3.472,322
3.473,324
3.474,322
3.475,321
3.476,321
3.477,321
3.478,322
3.479,322
3.48,323
3.481,325
3.482,325
3.483,325
3.484,326
3.485,329
3.486,331
3.487,329
3.488,327
3.489,325
3.49,322
3.491,321
3.492,318
3.493,316
3.494,314
3.495,316
3.496,318
3.497,319
3.498,320
3.499,320
3.5,320
3.501,321
3.502,322
3.503,322
3.504,326
3.505,326
3.506,324
3.507,323
3.508,323
3.509,323
3.51,322
3.511,323
3.512,321
3.513,321
3.514,321
3.515,320
3.516,320
3.517,319
3.518,316
3.519,317
3.52,317
3.521,318
3.522,318
3.523,320
3.524,320
3.525,322
3.526,323
3.527,325
3.528,326
3.529,326
3.53,326
3.531,324
3.532,323
3.533,323
3.534,320
3.535,321
3.536,321
3.537,326
3.538,326
3.539,325
3.54,324
3.541,322
3.542,321
3.543,321
3.544,320
3.545,319
3.546,318
3.547,319
3.548,321
3.549,322
3.55,321
3.551,320
3.552,320
3.553,321
3.554,323
3.555,325
3.556,327
3.557,325
3.558,322
3.559,320
3.56,320
3.561,319
3.562,319
3.563,320
3.564,321
3.565,322
3.566,322
3.567,321
3.568,319
3.569,318
3.57,319
3.571,317
3.572,317
3.573,318
3.574,318
3.575,321
3.576,321
3.577,323
3.578,321
3.579,324
3.58,324
3.581,322
3.582,322
3.583,321
3.584,320
3.585,321
3.586,321
3.587,320
3.588,320
3.589,322
3.59,324
3.591,323
3.592,324
3.593,329
3.594,333
3.595,331
3.596,328
3.597,326
3.598,327
3.599,325
3.6,321
3.601,319
3.602,316
3.603,317
3.604,318
3.605,318
3.606,318
3.607,318
3.608,320
3.609,318
3.61,319
3.611,319
3.612,320
3.613,324
3.614,323
3.615,326
3.616,326
3.617,325
3.618,324
3.619,325
3.62,323
3.621,320
3.622,318
3.623,318
3.624,317
3.625,318
3.626,317
3.627,319
3.628,317
3.629,318
3.63,318
3.631,318
3.632,318
3.633,320
3.634,317
3.635,320
3.636,324
3.637,328
3.638,329
3.639,330
3.64,329
3.641,326
3.642,324
3.643,321
3.644,318
3.645,316
3.646,319
3.647,320
3.648,322
3.649,324
3.65,323
3.651,320
3.652,320
3.653,320
3.654,321
3.655,321
3.656,324
3.657,325
3.658,324
3.659,325
3.66,325
3.661,326
3.662,327
3.663,330
3.664,329
3.665,329
3.666,325
3.667,321
3.668,316
3.669,315
3.67,318
3.671,319
3.672,320
3.673,321
3.674,322
3.675,321
3.676,321
3.677,319
3.678,319
3.679,320
3.68,321
3.681,322
3.682,322
3.683,321
3.684,320
3.685,319
3.686,318
3.687,320
3.688,320
3.689,321
3.69,320
3.691,320
3.692,319
3.693,318
3.694,318
3.695,316
3.696,318
3.697,321
3.698,323
3.699,325
3.7,324
3.701,328
3.702,328
3.703,325
3.704,324
3.705,323
3.706,320
3.707,320
3.708,322
3.709,322
3.71,319
3.711,320
3.712,320
3.713,321
3.714,320
3.715,319
3.716,320
3.717,322
3.718,323
3.719,321
3.72,321
3.721,322
3.722,324
3.723,326
3.724,330
3.725,333
3.726,333
3.727,332
3.728,330
3.729,326
3.73,322
3.731,319
3.732,317
3.733,316
3.734,317
3.735,320
3.736,323
3.737,322
3.738,322
3.739,321
3.74,321
3.741,318
3.742,319
3.743,317
3.744,316
3.745,316
3.746,318
3.747,324
3.748,328
3.749,328
3.75,330
3.751,327
3.752,324
3.753,322
3.754,323
3.755,323
3.756,322
3.757,325
3.758,326
3.759,327
3.76,329
3.761,328
3.762,328
3.763,323
3.764,320
3.765,317
3.766,314
3.767,315
3.768,314
3.769,315
3.77,317
3.771,320
3.772,321
3.773,319
3.774,318
3.775,319
3.776,318
3.777,319
3.778,321
3.779,322
3.78,321
3.781,321
3.782,320
3.783,321
3.784,323
3.785,323
3.786,326
3.787,325
3.788,323
3.789,324
3.79,324
3.791,324
3.792,325
3.793,325
3.794,324
3.795,326
3.796,329
3.797,328
3.798,328
3.799,328
3.8,325
3.801,325
3.802,325
3.803,327
3.804,323
3.805,323
3.806,322
3.807,324
3.808,323
3.809,322
3.81,320
3.811,315
3.812,314
3.813,316
3.814,318
3.815,320
3.816,324
3.817,326
3.818,325
3.819,325
3.82,326
3.821,327
3.822,327
3.823,327
3.824,324
3.825,322
3.826,322
3.827,321
3.828,320
3.829,321
3.83,321
3.831,321
3.832,323
3.833,324
3.834,321
3.835,318
3.836,318
3.837,315
3.838,319
3.839,322
3.84,322
3.841,321
3.842,320
3.843,323
3.844,325
3.845,327
3.846,325
3.847,325
3.848,321
3.849,317
3.85,319
3.851,324
3.852,327
3.853,330
3.854,333
3.855,330
3.856,324
3.857,319
3.858,314
3.859,311
3.86,310
3.861,315
3.862,320
3.863,324
3.864,325
3.865,323
3.866,320
3.867,317
3.868,317
3.869,315
3.87,316
3.871,316
3.872,318
3.873,323
3.874,324
3.875,325
3.876,325
3.877,326
3.878,326
3.879,327
3.88,329
3.881,330
3.882,326
3.883,325
3.884,325
3.885,326
3.886,327
3.887,326
3.888,326
3.889,327
3.89,325
3.891,321
3.892,320
3.893,318
3.894,315
3.895,317
3.896,319
3.897,322
3.898,322
3.899,322
3.9,321
3.901,321
3.902,320
3.903,318
3.904,318
3.905,318
3.906,320
3.907,324
3.908,327
3.909,327
3.91,327
3.911,329
3.912,328
3.913,322
3.914,321
3.915,321
3.916,327
3.917,334
3.918,333
3.919,329
3.92,324
3.921,319
3.922,320
3.923,319
3.924,315
3.925,317
3.926,319
3.927,324
3.928,326
3.929,328
3.93,330
3.931,331
3.932,325
3.933,321
3.934,319
3.935,316
3.936,315
3.937,312
3.938,313
3.939,316
3.94,321
3.941,322
3.942,322
3.943,321
3.944,317
3.945,316
3.946,317
3.947,318
3.948,318
3.949,317
3.95,316
3.951,318
3.952,319
3.953,320
3.954,322
3.955,327
3.956,330
3.957,331
3.958,335
3.959,336
3.96,333
3.961,331
3.962,327
3.963,321
3.964,319
3.965,320
3.966,320
3.967,320
3.968,322
3.969,321
3.97,322
3.971,326
3.972,322
3.973,320
3.974,320
3.975,319
3.976,320
3.977,320
3.978,319
3.979,318
3.98,320
3.981,321
3.982,321
3.983,323
3.984,325
3.985,326
3.986,328
3.987,325
3.988,324
3.989,322
3.99,319
3.991,321
3.992,321
3.993,321
3.994,323
3.995,325
3.996,333
3.997,333
3.998,330
3.999,325
4,321
4.001,320
4.002,318
4.003,316
4.004,313
4.005,315
4.006,321
4.007,325
4.008,323
4.009,321
4.01,319
4.011,318
4.012,317
4.013,319
4.014,317
4.015,319
4.016,319
4.017,324
4.018,325
4.019,323
4.02,322
4.021,325
4.022,325
4.023,329
4.024,333
4.025,333
4.026,328
4.027,323
4.028,321
4.029,318
4.03,320
4.031,323
4.032,324
4.033,324
4.034,322
4.035,324
4.036,319
4.037,318
4.038,315
4.039,316
4.04,315
4.041,316
4.042,317
4.043,318
4.044,320
4.045,323
4.046,327
4.047,331
4.048,331
4.049,334
4.05,334
4.051,332
4.052,330
4.053,331
4.054,331
4.055,340
4.056,341
4.057,338
4.058,330
4.059,320
4.06,314
4.061,314
4.062,310
4.063,308
4.064,311
4.065,319
4.066,320
4.067,322
4.068,322
4.069,321
4.07,317
4.071,320
4.072,321
4.073,321
4.074,322
4.075,326
4.076,328
4.077,332
4.078,331
4.079,333
4.08,333
4.081,325
4.082,319
4.083,320
4.084,323
4.085,325
4.086,325
4.087,327
4.088,327
4.089,325
4.09,322
4.091,320
4.092,315
4.093,314
4.094,313
4.095,312
4.096,312
4.097,316
4.098,316
4.099,321
4.1,325
4.101,326
4.102,324
4.103,318
4.104,321
4.105,329
4.106,334
4.107,332
4.108,327
4.109,327
4.11,332
4.111,331
4.112,321
4.113,320
4.114,315
4.115,312
4.116,310
4.117,307
4.118,309
4.119,310
4.12,310
4.121,313
4.122,320
4.123,321
4.124,320
4.125,322
4.126,319
4.127,321
4.128,323
4.129,322
4.13,327
4.131,326
4.132,331
4.133,330
4.134,330
4.135,332
4.136,335
4.137,330
4.138,324
4.139,315
4.14,310
4.141,317
4.142,325
4.143,324
4.144,324
4.145,326
4.146,329
4.147,328
4.148,325
4.149,317
4.15,311
4.151,313
4.152,315
4.153,308
4.154,307
4.155,312
4.156,315
4.157,325
4.158,335
4.159,338
4.16,339
4.161,344
4.162,349
4.163,348
4.164,335
4.165,323
4.166,319
4.167,312
4.168,314
4.169,319
4.17,320
4.171,321
4.172,318
4.173,323
4.174,330
4.175,326
4.176,315
4.177,306
4.178,303
4.179,306
4.18,315
4.181,322
4.182,335
4.183,346
4.184,344
4.185,340
4.186,339
4.187,333
4.188,325
4.189,314
4.19,310
4.191,317
4.192,329
4.193,333
4.194,329
4.195,322
4.196,304
4.197,300
4.198,302
4.199,306
4.2,313
4.201,319
4.202,326
4.203,322
4.204,321
4.205,320
4.206,331
4.207,333
4.208,325
4.209,321
4.21,324
4.211,334
4.212,337
4.213,334
4.214,333
4.215,331
4.216,330
4.217,326
4.218,319
4.219,307
4.22,300
4.221,306
4.222,317
4.223,315
4.224,309
4.225,311
4.226,322
4.227,329
4.228,331
4.229,331
4.23,324
4.231,322
4.232,321
4.233,316
4.234,316
4.235,325
4.236,335
4.237,337
4.238,335
4.239,331
4.24,328
4.241,326
4.242,325
4.243,327
4.244,324
4.245,323
4.246,318
4.247,318
4.248,322
4.249,320
4.25,319
4.251,323
4.252,330
4.253,330
4.254,322
4.255,318
4.256,319
4.257,317
4.258,310
4.259,310
4.26,311
4.261,309
4.262,309
4.263,314
4.264,321
4.265,332
4.266,342
4.267,345
4.268,341
4.269,333
4.27,322
4.271,320
4.272,313
4.273,312
4.274,313
4.275,318
4.276,323
4.277,321
4.278,321
4.279,319
4.28,315
4.281,312
4.282,317
4.283,328
4.284,336
4.285,335
4.286,333
4.287,326
4.288,319
4.289,310
4.29,304
4.291,314
4.292,326
4.293,329
4.294,334
4.295,328
4.296,316
4.297,312
4.298,308
4.299,310
4.3,317
4.301,327
4.302,325
4.303,324
4.304,330
4.305,331
4.306,333
4.307,329
4.308,324
4.309,321
4.31,312
4.311,312
4.312,313
4.313,317
4.314,325
4.315,333
4.316,332
4.317,325
4.318,318
4.319,311
4.32,308
4.321,307
4.322,314
4.323,325
4.324,327
4.325,326
4.326,326
4.327,317
4.328,314
4.329,319
4.33,324
4.331,323
4.332,324
4.333,324
4.334,319
4.335,318
4.336,324
4.337,329
4.338,333
4.339,338
4.34,334
4.341,333
4.342,326
4.343,325
4.344,323
4.345,324
4.346,321
4.347,315
4.348,318
4.349,327
4.35,336
4.351,336
4.352,330
4.353,326
4.354,322
4.355,323
4.356,321
4.357,319
4.358,318
4.359,313
4.36,310
4.361,315
4.362,334
4.363,341
4.364,339
4.365,331
4.366,328
4.367,319
4.368,312
4.369,304
4.37,301
4.371,311
4.372,317
4.373,322
4.374,334
4.375,328
4.376,325
4.377,315
4.378,308
4.379,314
4.38,317
4.381,319
4.382,320
4.383,319
4.384,320
4.385,322
4.386,324
4.387,320
4.388,320
4.389,322
4.39,324
4.391,327
4.392,333
4.393,334
4.394,332
4.395,327
4.396,324
4.397,322
4.398,316
4.399,313
4.4,310
4.401,316
4.402,322
4.403,331
4.404,339
4.405,338
4.406,326
4.407,323
4.408,318
4.409,312
4.41,308
4.411,309
4.412,312
4.413,319
4.414,320
4.415,329
4.416,336
4.417,335
4.418,329
4.419,326
4.42,314
4.421,308
4.422,308
4.423,316
4.424,323
4.425,327
4.426,329
4.427,327
4.428,330
4.429,341
4.43,351
4.431,346
4.432,338
4.433,321
4.434,320
4.435,325
4.436,315
4.437,314
4.438,315
4.439,314
4.44,317
4.441,318
4.442,326
4.443,329
4.444,334
4.445,330
4.446,318
4.447,311
4.448,313
4.449,319
4.45,325
4.451,318
4.452,318
4.453,314
4.454,306
4.455,301
4.456,302
4.457,311
4.458,314
4.459,320
4.46,321
4.461,325
4.462,337
4.463,337
4.464,328
4.465,326
4.466,322
4.467,324
4.468,326
4.469,324
4.47,326
4.471,321
4.472,318
4.473,320
4.474,319
4.475,315
4.476,317
4.477,315
4.478,312
4.479,311
4.48,313
4.481,319
4.482,325
4.483,332
4.484,335
4.485,331
4.486,333
4.487,336
4.488,336
4.489,342
4.49,346
4.491,341
4.492,327
4.493,318
4.494,317
4.495,317
4.496,324
4.497,322
4.498,313
4.499,309
4.5,310
4.501,319
4.502,325
4.503,331
4.504,335
4.505,337
4.506,341
4.507,333
4.508,320
4.509,311
4.51,300
4.511,295
4.512,299
4.513,312
4.514,318
4.515,316
4.516,313
4.517,310
4.518,306
4.519,311
4.52,313
4.521,317
4.522,317
4.523,325
4.524,328
4.525,329
4.526,333
4.527,333
4.528,327
4.529,330
4.53,333
4.531,332
4.532,331
4.533,326
4.534,319
4.535,312
4.536,305
4.537,303
4.538,303
4.539,317
4.54,320
4.541,320
4.542,324
4.543,332
4.544,339
4.545,349
4.546,347
4.547,334
4.548,322
4.549,315
4.55,317
4.551,315
4.552,319
4.553,326
4.554,321
4.555,326
4.556,341
4.557,346
4.558,336
4.559,320
4.56,307
4.561,305
4.562,305
4.563,308
4.564,311
4.565,311
4.566,318
4.567,321
4.568,326
4.569,326
4.57,327
4.571,326
4.572,329
4.573,328
4.574,321
4.575,312
4.576,307
4.577,308
4.578,309
4.579,310
4.58,319
4.581,325
4.582,330
4.583,330
4.584,335
4.585,336
4.586,328
4.587,319
4.588,319
4.589,322
4.59,323
4.591,330
4.592,325
4.593,320
4.594,315
4.595,316
4.596,317
4.597,315
4.598,319
4.599,321
4.6,316
4.601,316
4.602,314
4.603,320
4.604,329
4.605,333
4.606,328
4.607,326
4.608,323
4.609,320
4.61,318
4.611,320
4.612,327
4.613,331
4.614,335
4.615,334
4.616,325
4.617,317
4.618,309
4.619,309
4.62,316
4.621,325
4.622,332
4.623,331
4.624,329
4.625,326
4.626,324
4.627,321
4.628,323
4.629,329
4.63,330
4.631,328
4.632,323
4.633,315
4.634,308
