time,LT
0.23,322
0.231,322
0.232,321
0.233,322
0.234,323
0.235,322
0.236,321
0.237,322
0.238,322
0.239,322
0.24,322
0.241,322
0.242,322
0.243,322
0.244,321
0.245,321
0.246,321
0.247,322
0.248,322
0.249,322
0.25,321
0.251,321
0.252,322
0.253,322
0.254,321
0.255,320
0.256,321
0.257,320
0.258,321
0.259,321
0.26,321
0.261,322
0.262,322
0.263,321
0.264,321
0.265,323
0.266,321
0.267,320
0.268,321
0.269,321
0.27,323
0.271,323
0.272,322
0.273,321
0.274,321
0.275,321
0.276,321
0.277,322
0.278,322
0.279,322
0.28,322
0.281,321
0.282,321
0.283,321
0.284,321
0.285,322
0.286,321
0.287,322
0.288,321
0.289,322
0.29,322
0.291,322
0.292,322
0.293,323
0.294,321
0.295,321
0.296,321
0.297,322
0.298,321
0.299,321
0.3,321
0.301,321
0.302,321
0.303,321
0.304,321
0.305,321
0.306,321
0.307,321
0.308,320
0.309,320
0.31,321
0.311,321
0.312,320
0.313,321
0.314,321
0.315,320
0.316,320
0.317,320
0.318,320
0.319,321
0.32,320
0.321,321
0.322,321
0.323,322
0.324,320
0.325,322
0.326,321
0.327,321
0.328,321
0.329,320
0.33,321
0.331,321
0.332,320
0.333,320
0.334,321
0.335,321
0.336,320
0.337,321
0.338,321
0.339,321
0.34,320
0.341,320
0.342,320
0.343,320
0.344,322
0.345,320
0.346,320
0.347,320
0.348,320
0.349,320
0.35,321
0.351,321
0.352,321
0.353,321
0.354,320
0.355,320
0.356,320
0.357,321
0.358,321
0.359,320
0.36,320
0.361,321
0.362,321
0.363,321
0.364,322
0.365,321
0.366,321
0.367,320
0.368,321
0.369,322
0.37,321
0.371,320
0.372,321
0.373,321
0.374,321
0.375,321
0.376,321
0.377,321
0.378,321
0.379,321
0.38,320
0.381,322
0.382,323
0.383,321
0.384,322
0.385,322
0.386,320
0.387,321
0.388,322
0.389,322
0.39,321
0.391,320
0.392,322
0.393,321
0.394,322
0.395,321
0.396,322
0.397,321
0.398,320
0.399,319
0.4,320
0.401,321
0.402,321
0.403,321
0.404,322
0.405,321
0.406,321
0.407,321
0.408,322
0.409,322
0.41,322
0.411,321
0.412,322
0.413,322
0.414,321
0.415,321
0.416,320
0.417,320
0.418,321
0.419,322
0.42,320
0.421,321
0.422,322
0.423,321
0.424,321
0.425,321
0.426,321
0.427,321
0.428,320
0.429,320
0.43,321
0.431,321
0.432,322
0.433,323
0.434,322
0.435,322
0.436,320
0.437,320
0.438,320
0.439,321
0.44,320
0.441,320
0.442,322
0.443,321
0.444,321
0.445,321
0.446,321
0.447,321
0.448,321
0.449,321
0.45,321
0.451,322
0.452,321
0.453,321
0.454,321
0.455,321
0.456,322
0.457,322
0.458,321
0.459,321
0.46,321
0.461,322
0.462,322
0.463,322
0.464,321
0.465,322
0.466,323
0.467,323
0.468,322
0.469,322
0.47,322
0.471,321
0.472,322
0.473,322
0.474,321
0.475,321
0.476,321
0.477,321
0.478,321
0.479,321
0.48,320
0.481,322
0.482,320
0.483,320
0.484,321
0.485,322
0.486,321
0.487,321
0.488,321
0.489,322
0.49,322
0.491,321
0.492,321
0.493,321
0.494,321
0.495,321
0.496,321
0.497,322
0.498,321
0.499,320
0.5,320
0.501,321
0.502,322
0.503,322
0.504,322
0.505,321
0.506,321
0.507,322
0.508,321
0.509,321
0.51,321
0.511,322
0.512,322
0.513,322
0.514,322
0.515,323
0.516,321
0.517,321
0.518,321
0.519,322
0.52,321
0.521,321
0.522,321
0.523,320
0.524,321
0.525,321
0.526,321
0.527,321
0.528,320
0.529,320
0.53,321
0.531,322
0.532,322
0.533,321
0.534,321
0.535,321
0.536,322
0.537,321
0.538,321
0.539,321
0.54,321
0.541,322
0.542,322
0.543,322
0.544,321
0.545,323
0.546,320
0.547,321
0.548,320
0.549,322
0.55,321
0.551,321
0.552,320
0.553,321
0.554,321
0.555,321
0.556,322
0.557,322
0.558,322
0.559,321
0.56,321
0.561,322
0.562,321
0.563,322
0.564,321
0.565,321
0.566,321
0.567,322
0.568,321
0.569,321
0.57,322
0.571,321
0.572,322
0.573,322
0.574,322
0.575,320
0.576,321
0.577,321
0.578,321
0.579,322
0.58,321
0.581,321
0.582,322
0.583,321
0.584,321
0.585,321
0.586,322
0.587,321
0.588,321
0.589,321
0.59,322
0.591,321
0.592,320
0.593,322
0.594,322
0.595,322
0.596,322
0.597,322
0.598,322
0.599,322
0.6,322
0.601,321
0.602,321
0.603,321
0.604,321
0.605,321
0.606,321
0.607,322
0.608,322
0.609,320
0.61,321
0.611,320
0.612,321
0.613,321
0.614,321
0.615,321
0.616,321
0.617,321
0.618,322
0.619,321
0.62,322
0.621,322
0.622,322
0.623,322
0.624,321
0.625,321
0.626,321
0.627,321
0.628,321
0.629,322
0.63,322
0.631,321
0.632,321
0.633,320
0.634,320
0.635,321
0.636,321
0.637,322
0.638,321
0.639,321
0.64,321
0.641,323
0.642,320
0.643,320
0.644,320
0.645,321
0.646,320
0.647,320
0.648,320
0.649,322
0.65,320
0.651,321
0.652,321
0.653,320
0.654,320
0.655,321
0.656,321
0.657,322
0.658,320
0.659,321
0.66,321
0.661,320
0.662,321
0.663,320
0.664,320
0.665,321
0.666,321
0.667,321
0.668,322
0.669,322
0.67,321
0.671,322
0.672,322
0.673,322
0.674,322
0.675,322
0.676,322
0.677,322
0.678,323
0.679,324
0.68,324
0.681,325
0.682,324
0.683,324
0.684,324
0.685,324
0.686,324
0.687,324
0.688,325
0.689,323
0.69,322
0.691,322
0.692,323
0.693,321
0.694,321
0.695,321
0.696,321
0.697,321
0.698,321
0.699,320
0.7,321
0.701,321
0.702,321
0.703,322
0.704,321
0.705,320
0.706,320
0.707,321
0.708,321
0.709,321
0.71,320
0.711,321
0.712,322
0.713,321
0.714,322
0.715,321
0.716,320
0.717,320
0.718,320
0.719,320
0.72,320
0.721,320
0.722,320
0.723,322
0.724,321
0.725,323
0.726,323
0.727,322
0.728,321
0.729,320
0.73,321
0.731,321
0.732,320
0.733,320
0.734,322
0.735,321
0.736,321
0.737,320
0.738,322
0.739,323
0.74,321
0.741,321
0.742,321
0.743,322
0.744,320
0.745,321
0.746,321
0.747,322
0.748,323
0.749,321
0.75,321
0.751,322
0.752,321
0.753,322
0.754,322
0.755,322
0.756,321
0.757,322
0.758,321
0.759,322
0.76,321
0.761,321
0.762,320
0.763,322
0.764,322
0.765,322
0.766,322
0.767,321
0.768,322
0.769,321
0.77,321
0.771,321
0.772,320
0.773,321
0.774,322
0.775,321
0.776,320
0.777,320
0.778,322
0.779,321
0.78,321
0.781,321
0.782,321
0.783,322
0.784,321
0.785,322
0.786,321
0.787,322
0.788,322
0.789,321
0.79,320
0.791,320
0.792,321
0.793,323
0.794,322
0.795,321
0.796,321
0.797,322
0.798,323
0.799,322
0.8,321
0.801,321
0.802,322
0.803,321
0.804,321
0.805,322
0.806,321
0.807,322
0.808,322
0.809,321
0.81,322
0.811,322
0.812,321
0.813,323
0.814,321
0.815,321
0.816,322
0.817,322
0.818,320
0.819,321
0.82,320
0.821,321
0.822,320
0.823,322
0.824,322
0.825,322
0.826,321
0.827,322
0.828,322
0.829,322
0.83,322
0.831,320
0.832,321
0.833,323
0.834,323
0.835,322
0.836,321
0.837,322
0.838,321
0.839,322
0.84,321
0.841,323
0.842,321
0.843,321
0.844,321
0.845,321
0.846,321
0.847,321
0.848,320
0.849,322
0.85,321
0.851,321
0.852,322
0.853,322
0.854,322
0.855,322
0.856,323
0.857,322
0.858,322
0.859,322
0.86,321
0.861,323
0.862,322
0.863,321
0.864,321
0.865,322
0.866,321
0.867,322
0.868,321
0.869,321
0.87,321
0.871,322
0.872,321
0.873,321
0.874,321
0.875,322
0.876,321
0.877,322
0.878,321
0.879,320
0.88,320
0.881,321
0.882,320
0.883,320
0.884,322
0.885,322
0.886,321
0.887,322
0.888,322
0.889,322
0.89,320
0.891,320
0.892,322
0.893,322
0.894,322
0.895,322
0.896,321
0.897,321
0.898,321
0.899,321
0.9,321
0.901,321
0.902,321
0.903,320
0.904,322
0.905,321
0.906,320
0.907,321
0.908,321
0.909,322
0.91,322
0.911,322
0.912,322
0.913,322
0.914,321
0.915,322
0.916,321
0.917,321
0.918,322
0.919,322
0.92,322
0.921,323
0.922,321
0.923,322
0.924,321
0.925,321
0.926,321
0.927,321
0.928,321
0.929,321
0.93,320
0.931,320
0.932,321
0.933,322
0.934,322
0.935,321
0.936,321
0.937,322
0.938,323
0.939,322
0.94,321
0.941,321
0.942,320
0.943,321
0.944,322
0.945,322
0.946,321
0.947,321
0.948,322
0.949,321
0.95,320
0.951,320
0.952,321
0.953,320
0.954,321
0.955,321
0.956,321
0.957,320
0.958,321
0.959,321
0.96,320
0.961,320
0.962,321
0.963,321
0.964,320
0.965,320
0.966,321
0.967,321
0.968,320
0.969,321
0.97,321
0.971,321
0.972,320
0.973,321
0.974,321
0.975,320
0.976,320
0.977,320
0.978,320
0.979,322
0.98,321
0.981,320
0.982,322
0.983,321
0.984,322
0.985,321
0.986,322
0.987,321
0.988,322
0.989,321
0.99,322
0.991,321
0.992,320
0.993,320
0.994,321
0.995,321
0.996,322
0.997,323
0.998,322
0.999,322
1,321
1.001,322
1.002,322
1.003,322
1.004,322
1.005,322
1.006,322
1.007,322
1.008,321
1.009,323
1.01,321
1.011,322
1.012,321
1.013,322
1.014,321
1.015,322
1.016,321
1.017,321
1.018,321
1.019,322
1.02,321
1.021,322
1.022,321
1.023,321
1.024,321
1.025,323
1.026,320
1.027,321
1.028,321
1.029,323
1.03,320
1.031,321
1.032,321
1.033,320
1.034,321
1.035,320
1.036,321
1.037,321
1.038,322
1.039,320
1.04,322
1.041,321
1.042,320
1.043,320
1.044,320
1.045,321
1.046,320
1.047,320
1.048,320
1.049,322
1.05,322
1.051,321
1.052,321
1.053,322
1.054,322
1.055,320
1.056,321
1.057,322
1.058,321
1.059,321
1.06,321
1.061,322
1.062,322
1.063,321
1.064,321
1.065,321
1.066,321
1.067,321
1.068,321
1.069,322
1.07,322
1.071,321
1.072,321
1.073,321
1.074,322
1.075,322
1.076,321
1.077,322
1.078,321
1.079,322
1.08,321
1.081,322
1.082,321
1.083,321
1.084,321
1.085,321
1.086,320
1.087,322
1.088,320
1.089,321
1.09,321
1.091,321
1.092,320
1.093,321
1.094,321
1.095,322
1.096,321
1.097,321
1.098,321
1.099,320
1.1,320
1.101,321
1.102,321
1.103,320
1.104,322
1.105,322
1.106,323
1.107,323
1.108,322
1.109,322
1.11,321
1.111,322
1.112,321
1.113,322
1.114,321
1.115,321
1.116,321
1.117,320
1.118,321
1.119,322
1.12,321
1.121,322
1.122,323
1.123,320
1.124,322
1.125,320
1.126,321
1.127,322
1.128,322
1.129,322
1.13,322
1.131,322
1.132,322
1.133,322
1.134,321
1.135,322
1.136,323
1.137,321
1.138,322
1.139,321
1.14,321
1.141,321
1.142,321
1.143,321
1.144,320
1.145,320
1.146,320
1.147,321
1.148,321
1.149,321
1.15,322
1.151,321
1.152,321
1.153,321
1.154,322
1.155,320
1.156,321
1.157,321
1.158,320
1.159,320
1.16,321
1.161,322
1.162,322
1.163,321
1.164,322
1.165,322
1.166,322
1.167,321
1.168,322
1.169,321
1.17,321
1.171,321
1.172,321
1.173,321
1.174,322
1.175,321
1.176,322
1.177,323
1.178,321
1.179,321
1.18,322
1.181,322
1.182,321
1.183,321
1.184,322
1.185,322
1.186,321
1.187,322
1.188,321
1.189,321
1.19,321
1.191,321
1.192,320
1.193,321
1.194,320
1.195,321
1.196,321
1.197,323
1.198,322
1.199,321
1.2,321
1.201,321
1.202,322
1.203,322
1.204,321
1.205,322
1.206,321
1.207,322
1.208,322
1.209,322
1.21,322
1.211,320
1.212,321
1.213,322
1.214,320
1.215,321
1.216,320
1.217,321
1.218,321
1.219,322
1.22,321
1.221,322
1.222,320
1.223,321
1.224,321
1.225,321
1.226,321
1.227,321
1.228,322
1.229,320
1.23,321
1.231,321
1.232,321
1.233,321
1.234,321
1.235,322
1.236,321
1.237,321
1.238,322
1.239,322
1.24,321
1.241,322
1.242,322
1.243,322
1.244,322
1.245,322
1.246,322
1.247,321
1.248,322
1.249,322
1.25,321
1.251,321
1.252,320
1.253,322
1.254,322
1.255,322
1.256,322
1.257,322
1.258,320
1.259,321
1.26,321
1.261,321
1.262,322
1.263,322
1.264,321
1.265,321
1.266,321
1.267,321
1.268,321
1.269,321
1.27,321
1.271,321
1.272,322
1.273,321
1.274,321
1.275,322
1.276,321
1.277,321
1.278,321
1.279,321
1.28,320
1.281,320
1.282,321
1.283,322
1.284,320
1.285,321
1.286,321
1.287,322
1.288,322
1.289,322
1.29,321
1.291,322
1.292,321
1.293,322
1.294,321
1.295,321
1.296,321
1.297,321
1.298,321
1.299,322
1.3,322
1.301,321
1.302,322
1.303,323
1.304,321
1.305,322
1.306,322
1.307,323
1.308,322
1.309,322
1.31,321
1.311,321
1.312,321
1.313,322
1.314,321
1.315,321
1.316,322
1.317,322
1.318,321
1.319,321
1.32,321
1.321,321
1.322,321
1.323,321
1.324,321
1.325,321
1.326,321
1.327,320
1.328,320
1.329,321
1.33,320
1.331,320
1.332,321
1.333,320
1.334,321
1.335,320
1.336,321
1.337,320
1.338,320
1.339,320
1.34,321
1.341,320
1.342,321
1.343,320
1.344,320
1.345,321
1.346,321
1.347,322
1.348,323
1.349,323
1.35,322
1.351,324
1.352,323
1.353,324
1.354,323
1.355,325
1.356,324
1.357,325
1.358,323
1.359,325
1.36,324
1.361,324
1.362,324
1.363,324
1.364,325
1.365,324
1.366,323
1.367,323
1.368,323
1.369,323
1.37,322
1.371,322
1.372,321
1.373,322
1.374,321
1.375,320
1.376,321
1.377,321
1.378,320
1.379,321
1.38,321
1.381,321
1.382,320
1.383,320
1.384,321
1.385,321
1.386,320
1.387,320
1.388,321
1.389,321
1.39,321
1.391,320
1.392,320
1.393,322
1.394,320
1.395,320
1.396,320
1.397,321
1.398,320
1.399,321
1.4,320
1.401,321
1.402,321
1.403,321
1.404,320
1.405,321
1.406,321
1.407,320
1.408,320
1.409,322
1.41,322
1.411,320
1.412,322
1.413,321
1.414,321
1.415,321
1.416,321
1.417,322
1.418,321
1.419,321
1.42,322
1.421,320
1.422,321
1.423,321
1.424,320
1.425,321
1.426,320
1.427,321
1.428,321
1.429,321
1.43,322
1.431,323
1.432,322
1.433,322
1.434,321
1.435,321
1.436,321
1.437,322
1.438,322
1.439,321
1.44,321
1.441,322
1.442,321
1.443,322
1.444,322
1.445,322
1.446,321
1.447,322
1.448,321
1.449,321
1.45,321
1.451,321
1.452,320
1.453,321
1.454,321
1.455,322
1.456,321
1.457,322
1.458,322
1.459,322
1.46,322
1.461,323
1.462,321
1.463,322
1.464,321
1.465,321
1.466,321
1.467,321
1.468,321
1.469,322
1.47,323
1.471,323
1.472,322
1.473,321
1.474,321
1.475,323
1.476,321
1.477,321
1.478,321
1.479,322
1.48,322
1.481,322
1.482,321
1.483,321
1.484,321
1.485,322
1.486,322
1.487,322
1.488,322
1.489,321
1.49,321
1.491,321
1.492,321
1.493,321
1.494,321
1.495,321
1.496,321
1.497,322
1.498,321
1.499,321
1.5,321
1.501,321
1.502,321
1.503,321
1.504,322
1.505,321
1.506,322
1.507,321
1.508,321
1.509,321
1.51,321
1.511,321
1.512,321
1.513,322
1.514,322
1.515,322
1.516,322
1.517,321
1.518,321
1.519,320
1.52,321
1.521,321
1.522,321
1.523,322
1.524,322
1.525,323
1.526,322
1.527,322
1.528,322
1.529,321
1.53,322
1.531,322
1.532,320
1.533,320
1.534,321
1.535,322
1.536,323
1.537,322
1.538,323
1.539,322
1.54,321
1.541,321
1.542,321
1.543,321
1.544,321
1.545,321
1.546,323
1.547,322
1.548,322
1.549,323
1.55,322
1.551,321
1.552,320
1.553,321
1.554,322
1.555,320
1.556,321
1.557,322
1.558,321
1.559,322
1.56,321
1.561,322
1.562,321
1.563,321
1.564,322
1.565,323
1.566,322
1.567,322
1.568,321
1.569,322
1.57,321
1.571,320
1.572,321
1.573,322
1.574,322
1.575,322
1.576,322
1.577,321
1.578,323
1.579,321
1.58,321
1.581,321
1.582,321
1.583,323
1.584,321
1.585,321
1.586,322
1.587,321
1.588,321
1.589,321
1.59,322
1.591,321
1.592,321
1.593,323
1.594,322
1.595,322
1.596,321
1.597,320
1.598,321
1.599,321
1.6,322
1.601,322
1.602,321
1.603,321
1.604,322
1.605,320
1.606,321
1.607,320
1.608,322
1.609,321
1.61,321
1.611,320
1.612,321
1.613,321
1.614,321
1.615,322
1.616,320
1.617,321
1.618,321
1.619,320
1.62,321
1.621,320
1.622,321
1.623,321
1.624,322
1.625,321
1.626,321
1.627,321
1.628,322
1.629,321
1.63,320
1.631,322
1.632,320
1.633,321
1.634,320
1.635,322
1.636,320
1.637,321
1.638,321
1.639,320
1.64,321
1.641,322
1.642,321
1.643,322
1.644,321
1.645,322
1.646,322
1.647,321
1.648,321
1.649,321
1.65,321
1.651,321
1.652,322
1.653,321
1.654,321
1.655,322
1.656,322
1.657,321
1.658,321
1.659,321
1.66,322
1.661,321
1.662,321
1.663,321
1.664,321
1.665,321
1.666,322
1.667,322
1.668,322
1.669,321
1.67,321
1.671,322
1.672,321
1.673,320
1.674,321
1.675,321
1.676,322
1.677,320
1.678,320
1.679,321
1.68,320
1.681,321
1.682,321
1.683,321
1.684,321
1.685,322
1.686,321
1.687,321
1.688,321
1.689,321
1.69,322
1.691,322
1.692,320
1.693,320
1.694,321
1.695,322
1.696,322
1.697,321
1.698,322
1.699,320
1.7,320
1.701,322
1.702,322
1.703,321
1.704,321
1.705,321
1.706,321
1.707,322
1.708,321
1.709,321
1.71,322
1.711,321
1.712,322
1.713,322
1.714,321
1.715,322
1.716,321
1.717,322
1.718,321
1.719,320
1.72,321
1.721,321
1.722,321
1.723,321
1.724,321
1.725,322
1.726,323
1.727,321
1.728,321
1.729,323
1.73,322
1.731,320
1.732,320
1.733,322
1.734,321
1.735,321
1.736,321
1.737,322
1.738,321
1.739,322
1.74,322
1.741,321
1.742,321
1.743,321
1.744,321
1.745,321
1.746,321
1.747,321
1.748,321
1.749,321
1.75,321
1.751,322
1.752,321
1.753,322
1.754,321
1.755,321
1.756,322
1.757,322
1.758,321
1.759,321
1.76,320
1.761,322
1.762,320
1.763,321
1.764,321
1.765,321
1.766,322
1.767,321
1.768,321
1.769,322
1.77,321
1.771,321
1.772,320
1.773,321
1.774,322
1.775,322
1.776,322
1.777,321
1.778,322
1.779,322
1.78,321
1.781,321
1.782,321
1.783,322
1.784,321
1.785,322
1.786,321
1.787,321
1.788,321
1.789,321
1.79,321
1.791,321
1.792,321
1.793,321
1.794,321
1.795,321
1.796,321
1.797,321
1.798,321
1.799,321
1.8,320
1.801,321
1.802,321
1.803,321
1.804,322
1.805,322
1.806,321
1.807,321
1.808,321
1.809,321
1.81,320
1.811,323
1.812,321
1.813,321
1.814,321
1.815,322
1.816,320
1.817,320
1.818,321
1.819,321
1.82,321
1.821,320
1.822,320
1.823,321
1.824,322
1.825,321
1.826,321
1.827,321
1.828,321
1.829,322
1.83,321
1.831,323
1.832,322
1.833,321
1.834,321
1.835,322
1.836,320
1.837,320
1.838,321
1.839,321
1.84,321
1.841,322
1.842,322
1.843,323
1.844,321
1.845,321
1.846,321
1.847,322
1.848,322
1.849,320
1.85,321
1.851,321
1.852,321
1.853,321
1.854,321
1.855,320
1.856,322
1.857,321
1.858,320
1.859,321
1.86,321
1.861,321
1.862,321
1.863,321
1.864,321
1.865,321
1.866,321
1.867,320
1.868,320
1.869,321
1.87,322
1.871,322
1.872,321
1.873,322
1.874,323
1.875,323
1.876,321
1.877,321
1.878,321
1.879,322
1.88,322
1.881,321
1.882,321
1.883,322
1.884,321
1.885,321
1.886,320
1.887,321
1.888,321
1.889,321
1.89,320
1.891,320
1.892,320
1.893,320
1.894,320
1.895,321
1.896,320
1.897,321
1.898,321
1.899,322
1.9,321
1.901,322
1.902,321
1.903,321
1.904,321
1.905,322
1.906,321
1.907,322
1.908,322
1.909,321
1.91,321
1.911,321
1.912,321
1.913,323
1.914,321
1.915,321
1.916,322
1.917,321
1.918,322
1.919,321
1.92,322
1.921,321
1.922,320
1.923,321
1.924,321
1.925,320
1.926,321
1.927,321
1.928,321
1.929,322
1.93,321
1.931,321
1.932,321
1.933,322
1.934,321
1.935,321
1.936,322
1.937,322
1.938,321
1.939,322
1.94,321
1.941,321
1.942,321
1.943,322
1.944,322
1.945,321
1.946,322
1.947,322
1.948,322
1.949,322
1.95,321
1.951,321
1.952,321
1.953,320
1.954,321
1.955,321
1.956,321
1.957,321
1.958,321
1.959,322
1.96,321
1.961,322
1.962,321
1.963,321
1.964,322
1.965,321
1.966,321
1.967,321
1.968,321
1.969,321
1.97,321
1.971,322
1.972,321
1.973,321
1.974,321
1.975,321
1.976,321
1.977,321
1.978,322
1.979,322
1.98,322
1.981,321
1.982,322
1.983,322
1.984,321
1.985,321
1.986,321
1.987,321
1.988,321
1.989,321
1.99,321
1.991,322
1.992,321
1.993,320
1.994,320
1.995,321
1.996,322
1.997,321
1.998,320
1.999,321
2,321
2.001,322
2.002,322
2.003,322
2.004,321
2.005,321
2.006,321
2.007,322
2.008,320
2.009,320
2.01,322
2.011,322
2.012,322
2.013,322
2.014,322
2.015,321
2.016,321
2.017,320
2.018,320
2.019,321
2.02,322
2.021,322
2.022,321
2.023,321
2.024,321
2.025,322
2.026,321
2.027,320
2.028,321
2.029,322
2.03,321
2.031,320
2.032,321
2.033,320
2.034,320
2.035,320
2.036,320
2.037,320
2.038,320
2.039,320
2.04,321
2.041,321
2.042,320
2.043,320
2.044,321
2.045,321
2.046,320
2.047,320
2.048,320
2.049,321
2.05,322
2.051,322
2.052,322
2.053,323
2.054,324
2.055,323
2.056,324
2.057,322
2.058,324
2.059,324
2.06,324
2.061,323
2.062,324
2.063,325
2.064,324
2.065,325
2.066,324
2.067,323
2.068,323
2.069,324
2.07,324
2.071,324
2.072,323
2.073,322
2.074,323
2.075,323
2.076,321
2.077,322
2.078,321
2.079,321
2.08,321
2.081,321
2.082,321
2.083,320
2.084,321
2.085,321
2.086,320
2.087,320
2.088,320
2.089,321
2.09,320
2.091,320
2.092,320
2.093,321
2.094,321
2.095,322
2.096,321
2.097,322
2.098,320
2.099,320
2.1,321
2.101,320
2.102,321
2.103,321
2.104,321
2.105,322
2.106,320
2.107,320
2.108,321
2.109,321
2.11,320
2.111,322
2.112,321
2.113,321
2.114,321
2.115,322
2.116,320
2.117,322
2.118,321
2.119,321
2.12,320
2.121,322
2.122,322
2.123,321
2.124,321
2.125,321
2.126,320
2.127,320
2.128,321
2.129,321
2.13,321
2.131,321
2.132,321
2.133,320
2.134,321
2.135,321
2.136,322
2.137,322
2.138,321
2.139,321
2.14,322
2.141,321
2.142,321
2.143,321
2.144,321
2.145,321
2.146,321
2.147,321
2.148,321
2.149,320
2.15,322
2.151,321
2.152,321
2.153,321
2.154,321
2.155,321
2.156,322
2.157,322
2.158,321
2.159,321
2.16,321
2.161,321
2.162,321
2.163,321
2.164,321
2.165,321
2.166,321
2.167,320
2.168,321
2.169,321
2.17,321
2.171,320
2.172,321
2.173,322
2.174,321
2.175,322
2.176,321
2.177,320
2.178,321
2.179,322
2.18,321
2.181,321
2.182,321
2.183,321
2.184,321
2.185,321
2.186,321
2.187,321
2.188,322
2.189,320
2.19,321
2.191,323
2.192,321
2.193,321
2.194,320
2.195,321
2.196,321
2.197,322
2.198,323
2.199,322
2.2,323
2.201,324
2.202,321
2.203,322
2.204,322
2.205,323
2.206,322
2.207,322
2.208,321
2.209,321
2.21,322
2.211,324
2.212,322
2.213,322
2.214,322
2.215,320
2.216,321
2.217,320
2.218,320
2.219,321
2.22,321
2.221,321
2.222,320
2.223,321
2.224,321
2.225,321
2.226,321
2.227,321
2.228,321
2.229,321
2.23,321
2.231,321
2.232,320
2.233,320
2.234,321
2.235,320
2.236,321
2.237,321
2.238,322
2.239,322
2.24,321
2.241,321
2.242,321
2.243,321
2.244,321
2.245,322
2.246,321
2.247,322
2.248,321
2.249,321
2.25,321
2.251,322
2.252,321
2.253,320
2.254,321
2.255,322
2.256,321
2.257,321
2.258,322
2.259,322
2.26,322
2.261,322
2.262,322
2.263,321
2.264,321
2.265,321
2.266,321
2.267,321
2.268,321
2.269,321
2.27,321
2.271,321
2.272,322
2.273,322
2.274,321
2.275,321
2.276,321
2.277,322
2.278,320
2.279,321
2.28,322
2.281,322
2.282,322
2.283,322
2.284,321
2.285,321
2.286,321
2.287,321
2.288,320
2.289,322
2.29,321
2.291,321
2.292,321
2.293,322
2.294,321
2.295,321
2.296,322
2.297,321
2.298,321
2.299,321
2.3,322
2.301,321
2.302,321
2.303,320
2.304,320
2.305,323
2.306,322
2.307,321
2.308,321
2.309,321
2.31,322
2.311,322
2.312,320
2.313,320
2.314,321
2.315,321
2.316,322
2.317,322
2.318,321
2.319,321
2.32,321
2.321,321
2.322,321
2.323,321
2.324,321
2.325,320
2.326,320
2.327,321
2.328,320
2.329,320
2.33,320
2.331,320
