time,LT
0.445,325
0.446,323
0.447,322
0.448,323
0.449,325
0.45,327
0.451,328
0.452,329
0.453,328
0.454,330
0.455,329
0.456,330
0.457,329
0.458,329
0.459,326
0.46,324
0.461,323
0.462,323
0.463,322
0.464,325
0.465,325
0.466,328
0.467,329
0.468,320
0.469,317
0.47,327
0.471,326
0.472,324
0.473,321
0.474,322
0.475,322
0.476,323
0.477,324
0.478,320
0.479,322
0.48,322
0.481,322
0.482,323
0.483,320
0.484,320
0.485,321
0.486,323
0.487,323
0.488,321
0.489,323
0.49,322
0.491,320
0.492,321
0.493,323
0.494,325
0.495,325
0.496,322
0.497,321
0.498,322
0.499,326
0.5,327
0.501,326
0.502,329
0.503,325
0.504,322
0.505,323
0.506,324
0.507,322
0.508,325
0.509,326
0.51,318
0.511,320
0.512,324
0.513,324
0.514,324
0.515,323
0.516,321
0.517,323
0.518,325
0.519,326
0.52,322
0.521,326
0.522,325
0.523,319
0.524,319
0.525,321
0.526,323
0.527,322
0.528,321
0.529,325
0.53,325
0.531,326
0.532,324
0.533,321
0.534,321
0.535,323
0.536,323
0.537,326
0.538,323
0.539,323
0.54,325
0.541,324
0.542,322
0.543,325
0.544,324
0.545,323
0.546,321
0.547,323
0.548,320
0.549,320
0.55,325
0.551,324
0.552,324
0.553,325
0.554,328
0.555,330
0.556,330
0.557,330
0.558,329
0.559,331
0.56,331
0.561,331
0.562,330
0.563,328
0.564,326
0.565,323
0.566,320
0.567,320
0.568,320
0.569,319
0.57,316
0.571,312
0.572,313
0.573,315
0.574,315
0.575,317
0.576,319
0.577,317
0.578,321
0.579,322
0.58,321
0.581,321
0.582,326
0.583,325
0.584,326
0.585,329
0.586,325
0.587,322
0.588,319
0.589,318
0.59,324
0.591,328
0.592,326
0.593,322
0.594,323
0.595,325
0.596,327
0.597,326
0.598,323
0.599,326
0.6,324
0.601,321
0.602,324
0.603,329
0.604,324
0.605,324
0.606,329
0.607,335
0.608,337
0.609,332
0.61,331
0.611,328
0.612,323
0.613,321
0.614,321
0.615,320
0.616,317
0.617,317
0.618,314
0.619,315
0.62,317
0.621,317
0.622,318
0.623,322
0.624,321
0.625,320
0.626,317
0.627,319
0.628,318
0.629,323
0.63,323
0.631,327
0.632,329
0.633,326
0.634,326
0.635,328
0.636,327
0.637,326
0.638,327
0.639,330
0.64,325
0.641,322
0.642,321
0.643,318
0.644,320
0.645,322
0.646,322
0.647,322
0.648,322
0.649,320
0.65,320
0.651,320
0.652,324
0.653,322
0.654,321
0.655,321
0.656,320
0.657,322
0.658,323
0.659,323
0.66,323
0.661,324
0.662,325
0.663,326
0.664,330
0.665,330
0.666,332
0.667,330
0.668,330
0.669,326
0.67,326
0.671,322
0.672,320
0.673,322
0.674,325
0.675,323
0.676,319
0.677,318
0.678,321
0.679,319
0.68,318
0.681,320
0.682,321
0.683,319
0.684,320
0.685,321
0.686,323
0.687,325
0.688,326
0.689,326
0.69,322
0.691,318
0.692,320
0.693,325
0.694,325
0.695,322
0.696,321
0.697,322
0.698,324
0.699,324
0.7,329
0.701,324
0.702,330
0.703,331
0.704,327
0.705,331
0.706,324
0.707,322
0.708,322
0.709,320
0.71,322
0.711,326
0.712,324
0.713,322
0.714,318
0.715,320
0.716,319
0.717,320
0.718,320
0.719,319
0.72,320
0.721,323
0.722,326
0.723,328
0.724,330
0.725,328
0.726,329
0.727,325
0.728,327
0.729,326
0.73,324
0.731,322
0.732,324
0.733,322
0.734,322
0.735,322
0.736,321
0.737,319
0.738,319
0.739,319
0.74,319
0.741,318
0.742,318
0.743,319
0.744,323
0.745,321
0.746,323
0.747,324
0.748,324
0.749,323
0.75,322
0.751,322
0.752,324
0.753,324
0.754,323
0.755,323
0.756,323
0.757,325
0.758,323
0.759,321
0.76,324
0.761,323
0.762,329
0.763,329
0.764,326
0.765,323
0.766,327
0.767,328
0.768,326
0.769,327
0.77,322
0.771,317
0.772,320
0.773,320
0.774,321
0.775,321
0.776,323
0.777,324
0.778,323
0.779,322
0.78,322
0.781,321
0.782,321
0.783,322
0.784,325
0.785,328
0.786,327
0.787,323
0.788,325
0.789,325
0.79,329
0.791,328
0.792,324
0.793,325
0.794,323
0.795,324
0.796,321
0.797,322
0.798,321
0.799,320
0.8,319
0.801,320
0.802,321
0.803,321
0.804,319
0.805,321
0.806,323
0.807,326
0.808,326
0.809,322
0.81,320
0.811,323
0.812,325
0.813,325
0.814,324
0.815,325
0.816,324
0.817,324
0.818,325
0.819,325
0.82,325
0.821,324
0.822,325
0.823,322
0.824,321
0.825,322
0.826,321
0.827,321
0.828,323
0.829,321
0.83,321
0.831,324
0.832,324
0.833,320
0.834,325
0.835,330
0.836,329
0.837,322
0.838,324
0.839,323
0.84,324
0.841,323
0.842,323
0.843,325
0.844,326
0.845,325
0.846,327
0.847,326
0.848,325
0.849,323
0.85,325
0.851,324
0.852,324
0.853,323
0.854,324
0.855,324
0.856,324
0.857,322
0.858,320
0.859,326
0.86,322
0.861,321
0.862,321
0.863,321
0.864,323
0.865,323
0.866,321
0.867,319
0.868,321
0.869,320
0.87,320
0.871,321
0.872,321
0.873,322
0.874,322
0.875,321
0.876,322
0.877,321
0.878,320
0.879,323
0.88,324
0.881,327
0.882,326
0.883,322
0.884,320
0.885,323
0.886,323
0.887,323
0.888,323
0.889,324
0.89,323
0.891,323
0.892,324
0.893,326
0.894,323
0.895,324
0.896,322
0.897,324
0.898,322
0.899,322
0.9,321
0.901,324
0.902,325
0.903,325
0.904,324
0.905,325
0.906,324
0.907,321
0.908,323
0.909,322
0.91,325
0.911,326
0.912,324
0.913,323
0.914,322
0.915,320
0.916,324
0.917,327
0.918,325
0.919,322
0.92,321
0.921,327
0.922,328
0.923,325
0.924,323
0.925,325
0.926,325
0.927,325
0.928,324
0.929,325
0.93,322
0.931,322
0.932,323
0.933,323
0.934,320
0.935,325
0.936,327
0.937,326
0.938,328
0.939,326
0.94,325
0.941,328
0.942,331
0.943,331
0.944,326
0.945,323
0.946,323
0.947,321
0.948,321
0.949,320
0.95,320
0.951,320
0.952,320
0.953,319
0.954,320
0.955,319
0.956,320
0.957,317
0.958,318
0.959,319
0.96,320
0.961,324
0.962,321
0.963,324
0.964,324
0.965,323
0.966,320
0.967,322
0.968,320
0.969,324
0.97,322
0.971,322
0.972,323
0.973,323
0.974,321
0.975,321
0.976,321
0.977,324
0.978,323
0.979,324
0.98,325
0.981,327
0.982,325
0.983,326
0.984,326
0.985,327
0.986,325
0.987,324
0.988,323
0.989,324
0.99,324
0.991,326
0.992,327
0.993,324
0.994,324
0.995,326
0.996,322
0.997,322
0.998,326
0.999,325
1,324
1.001,324
1.002,324
1.003,325
1.004,324
1.005,325
1.006,322
1.007,322
1.008,322
1.009,320
1.01,320
1.011,323
1.012,322
1.013,321
1.014,321
1.015,321
1.016,319
1.017,322
1.018,323
1.019,321
1.02,322
1.021,324
1.022,321
1.023,323
1.024,325
1.025,327
1.026,327
1.027,317
1.028,321
1.029,325
1.03,325
1.031,326
1.032,325
1.033,327
1.034,324
1.035,323
1.036,323
1.037,322
1.038,322
1.039,321
1.04,320
1.041,320
1.042,322
1.043,321
1.044,321
1.045,321
1.046,320
1.047,322
1.048,323
1.049,321
1.05,320
1.051,326
1.052,326
1.053,323
1.054,321
1.055,326
1.056,321
1.057,324
1.058,324
1.059,324
1.06,326
1.061,329
1.062,329
1.063,325
1.064,324
1.065,322
1.066,321
1.067,321
1.068,322
1.069,321
1.07,323
1.071,323
1.072,324
1.073,323
1.074,322
1.075,324
1.076,322
1.077,323
1.078,323
1.079,327
1.08,327
1.081,325
1.082,325
1.083,325
1.084,324
1.085,322
1.086,322
1.087,326
1.088,323
1.089,323
1.09,319
1.091,321
1.092,324
1.093,322
1.094,324
1.095,322
1.096,322
1.097,323
1.098,321
1.099,321
1.1,322
1.101,322
1.102,326
1.103,322
1.104,323
1.105,323
1.106,323
1.107,320
1.108,321
1.109,326
1.11,328
1.111,321
1.112,325
1.113,325
1.114,320
1.115,320
1.116,324
1.117,323
1.118,323
1.119,323
1.12,325
1.121,323
1.122,323
1.123,323
1.124,321
1.125,324
1.126,322
1.127,325
1.128,325
1.129,325
1.13,324
1.131,325
1.132,324
1.133,325
1.134,327
1.135,324
1.136,327
1.137,328
1.138,326
1.139,325
1.14,327
1.141,325
1.142,322
1.143,321
1.144,323
1.145,324
1.146,324
1.147,323
1.148,324
1.149,325
1.15,324
1.151,323
1.152,321
1.153,320
1.154,322
1.155,329
1.156,326
1.157,319
1.158,324
1.159,326
1.16,324
1.161,326
1.162,325
1.163,323
1.164,323
1.165,324
1.166,325
1.167,324
1.168,324
1.169,324
1.17,322
1.171,321
1.172,320
1.173,321
1.174,323
1.175,323
1.176,320
1.177,322
1.178,322
1.179,322
1.18,322
1.181,324
1.182,322
1.183,322
1.184,325
1.185,323
1.186,322
1.187,322
1.188,323
1.189,317
1.19,320
1.191,326
1.192,326
1.193,322
1.194,319
1.195,316
1.196,322
1.197,322
1.198,322
1.199,322
1.2,322
1.201,322
1.202,320
1.203,321
1.204,321
1.205,322
1.206,323
1.207,324
1.208,324
1.209,324
1.21,323
1.211,323
1.212,323
1.213,322
1.214,324
1.215,323
1.216,323
1.217,323
1.218,324
1.219,323
1.22,324
1.221,324
1.222,324
1.223,324
1.224,322
1.225,324
1.226,323
1.227,323
1.228,323
1.229,323
1.23,325
1.231,326
1.232,324
1.233,323
1.234,324
1.235,323
1.236,322
1.237,324
1.238,325
1.239,327
1.24,325
1.241,323
1.242,325
1.243,325
1.244,324
1.245,324
1.246,323
1.247,323
1.248,323
1.249,322
1.25,324
1.251,324
1.252,323
1.253,323
1.254,320
1.255,321
1.256,324
1.257,328
1.258,327
1.259,323
1.26,319
1.261,319
1.262,324
1.263,323
1.264,329
1.265,324
1.266,322
1.267,322
1.268,325
1.269,322
1.27,323
1.271,321
1.272,321
1.273,321
1.274,321
1.275,322
1.276,324
1.277,324
1.278,322
1.279,322
1.28,322
1.281,321
1.282,322
1.283,324
1.284,322
1.285,321
1.286,324
1.287,325
1.288,324
1.289,322
1.29,323
1.291,322
1.292,323
1.293,323
1.294,324
1.295,324
1.296,324
1.297,322
1.298,323
1.299,323
1.3,323
1.301,324
1.302,323
1.303,324
1.304,323
1.305,323
1.306,323
1.307,324
1.308,323
1.309,322
1.31,322
1.311,322
1.312,324
1.313,323
1.314,322
1.315,322
1.316,324
1.317,323
1.318,323
1.319,323
1.32,322
1.321,323
1.322,322
1.323,322
1.324,324
1.325,323
1.326,322
1.327,323
1.328,326
1.329,324
1.33,322
1.331,322
1.332,322
1.333,325
1.334,325
1.335,326
1.336,326
1.337,324
1.338,322
1.339,325
1.34,324
1.341,326
1.342,328
1.343,324
1.344,324
1.345,328
1.346,328
1.347,324
1.348,322
1.349,322
1.35,323
1.351,325
1.352,320
1.353,321
1.354,320
1.355,322
1.356,324
1.357,322
1.358,324
1.359,320
1.36,323
1.361,325
1.362,325
1.363,317
1.364,320
1.365,324
1.366,323
1.367,320
1.368,325
1.369,322
1.37,322
1.371,321
1.372,319
1.373,320
1.374,321
1.375,323
1.376,322
1.377,322
1.378,323
1.379,321
1.38,322
1.381,322
1.382,323
1.383,323
1.384,323
1.385,323
1.386,324
1.387,323
1.388,324
1.389,322
1.39,323
1.391,323
1.392,323
1.393,322
1.394,323
1.395,321
1.396,322
1.397,323
1.398,322
1.399,322
1.4,324
1.401,324
1.402,323
1.403,323
1.404,323
1.405,325
1.406,323
1.407,324
1.408,322
1.409,322
1.41,322
1.411,325
1.412,325
1.413,326
1.414,330
1.415,330
1.416,325
1.417,326
1.418,321
1.419,322
1.42,328
1.421,328
1.422,325
1.423,326
1.424,321
1.425,322
1.426,321
1.427,320
1.428,321
1.429,320
1.43,321
1.431,323
1.432,325
1.433,323
1.434,322
1.435,323
1.436,324
1.437,322
1.438,323
1.439,323
1.44,321
1.441,321
1.442,321
1.443,322
1.444,320
1.445,318
1.446,316
1.447,320
1.448,320
1.449,318
1.45,321
1.451,319
1.452,322
1.453,321
1.454,321
1.455,322
1.456,325
1.457,326
1.458,326
1.459,325
1.46,325
1.461,324
1.462,324
1.463,325
1.464,323
1.465,325
1.466,324
1.467,324
1.468,324
1.469,321
1.47,324
1.471,322
1.472,322
1.473,321
1.474,322
1.475,322
1.476,322
1.477,323
1.478,323
1.479,324
1.48,325
1.481,322
1.482,322
1.483,324
1.484,323
1.485,325
1.486,324
1.487,325
1.488,325
1.489,325
1.49,325
1.491,325
1.492,325
1.493,325
1.494,324
1.495,324
1.496,323
1.497,324
1.498,324
1.499,326
1.5,325
1.501,325
1.502,324
1.503,324
1.504,323
1.505,325
1.506,325
1.507,325
1.508,324
1.509,324
1.51,323
1.511,324
1.512,323
1.513,321
1.514,321
1.515,318
1.516,321
1.517,320
1.518,317
1.519,321
1.52,319
1.521,320
1.522,325
1.523,326
1.524,324
1.525,324
1.526,323
1.527,324
1.528,323
1.529,322
1.53,324
1.531,323
1.532,322
1.533,322
1.534,321
1.535,322
1.536,323
1.537,322
1.538,321
1.539,320
1.54,322
1.541,321
1.542,322
1.543,323
1.544,323
1.545,324
1.546,325
1.547,325
1.548,325
1.549,324
1.55,324
1.551,324
1.552,326
1.553,326
1.554,326
1.555,326
1.556,327
1.557,325
1.558,320
1.559,327
1.56,324
1.561,322
1.562,322
1.563,324
1.564,324
1.565,324
1.566,324
1.567,323
1.568,322
1.569,322
1.57,324
1.571,326
1.572,325
1.573,321
1.574,320
1.575,321
1.576,324
1.577,326
1.578,325
1.579,324
1.58,322
1.581,323
1.582,325
1.583,326
1.584,327
1.585,326
1.586,323
1.587,323
1.588,323
1.589,325
1.59,325
1.591,323
1.592,324
1.593,322
1.594,317
1.595,323
1.596,324
1.597,325
1.598,324
1.599,322
1.6,322
1.601,321
1.602,321
1.603,324
1.604,320
1.605,322
1.606,322
1.607,323
1.608,322
1.609,322
1.61,323
1.611,324
1.612,324
1.613,324
1.614,324
1.615,326
1.616,324
1.617,323
1.618,322
1.619,321
1.62,323
1.621,324
1.622,326
1.623,324
1.624,323
1.625,323
1.626,325
1.627,324
1.628,322
1.629,321
1.63,322
1.631,320
1.632,318
1.633,323
1.634,325
1.635,322
1.636,324
1.637,324
1.638,323
1.639,323
1.64,323
1.641,324
1.642,325
1.643,325
1.644,324
1.645,324
1.646,323
1.647,324
1.648,324
1.649,326
1.65,324
1.651,326
1.652,324
1.653,323
1.654,325
1.655,321
1.656,322
1.657,324
1.658,324
1.659,324
1.66,323
1.661,323
1.662,324
1.663,325
1.664,322
1.665,324
1.666,325
1.667,326
1.668,326
1.669,319
1.67,319
1.671,320
1.672,322
1.673,321
1.674,324
1.675,324
1.676,322
1.677,320
1.678,321
1.679,321
1.68,320
1.681,322
1.682,321
1.683,322
1.684,323
1.685,322
1.686,322
1.687,322
1.688,323
1.689,327
1.69,326
1.691,327
1.692,323
1.693,321
1.694,322
1.695,322
1.696,324
1.697,322
1.698,323
1.699,321
1.7,322
1.701,324
1.702,324
1.703,325
1.704,325
1.705,322
1.706,324
1.707,327
1.708,326
1.709,321
1.71,324
1.711,324
1.712,323
1.713,323
1.714,322
1.715,325
1.716,324
1.717,325
1.718,325
1.719,325
1.72,325
1.721,325
1.722,324
1.723,323
1.724,322
1.725,324
1.726,326
1.727,323
1.728,324
1.729,324
1.73,324
1.731,324
1.732,322
1.733,321
1.734,324
1.735,321
1.736,324
1.737,323
1.738,321
1.739,322
1.74,323
1.741,324
1.742,324
1.743,322
1.744,324
1.745,325
1.746,325
1.747,322
1.748,324
1.749,321
1.75,326
1.751,326
1.752,322
1.753,321
1.754,324
1.755,323
1.756,321
1.757,321
1.758,319
1.759,317
1.76,320
1.761,320
1.762,322
1.763,321
1.764,320
1.765,320
1.766,322
1.767,321
1.768,322
1.769,322
1.77,323
1.771,324
1.772,324
1.773,325
1.774,327
1.775,326
1.776,327
1.777,326
1.778,326
1.779,326
1.78,326
1.781,325
1.782,326
1.783,327
1.784,325
1.785,327
1.786,326
1.787,326
1.788,326
1.789,324
1.79,327
1.791,325
1.792,328
1.793,325
1.794,321
1.795,322
1.796,324
1.797,325
1.798,324
1.799,324
1.8,322
1.801,322
1.802,322
1.803,324
1.804,325
1.805,325
1.806,325
1.807,326
1.808,324
1.809,322
1.81,323
1.811,321
1.812,325
1.813,325
1.814,323
1.815,323
1.816,321
1.817,322
1.818,323
1.819,321
1.82,323
1.821,322
1.822,322
1.823,321
1.824,321
1.825,322
1.826,321
1.827,321
1.828,321
1.829,321
1.83,321
1.831,320
1.832,322
1.833,324
1.834,320
1.835,321
1.836,321
1.837,320
1.838,321
1.839,322
1.84,322
1.841,322
1.842,323
1.843,324
1.844,324
1.845,323
1.846,324
1.847,324
1.848,324
1.849,323
1.85,326
1.851,324
1.852,328
1.853,325
1.854,328
1.855,324
1.856,323
1.857,326
1.858,324
1.859,325
1.86,323
1.861,323
1.862,322
1.863,322
1.864,324
1.865,322
1.866,321
1.867,320
1.868,322
1.869,322
1.87,321
1.871,322
1.872,322
1.873,324
1.874,325
1.875,323
1.876,325
1.877,327
1.878,325
1.879,325
1.88,326
1.881,325
1.882,323
1.883,323
1.884,326
1.885,328
1.886,328
1.887,329
1.888,323
1.889,325
1.89,329
1.891,325
1.892,321
1.893,323
1.894,320
1.895,323
1.896,319
1.897,319
1.898,321
1.899,322
1.9,320
1.901,319
1.902,319
1.903,319
1.904,320
1.905,319
1.906,321
1.907,321
1.908,323
1.909,326
1.91,324
1.911,326
1.912,323
1.913,323
1.914,323
1.915,325
1.916,326
1.917,325
1.918,322
1.919,323
1.92,322
1.921,323
1.922,323
1.923,323
1.924,323
1.925,323
1.926,322
1.927,324
1.928,321
1.929,322
1.93,323
1.931,325
1.932,323
1.933,322
1.934,327
1.935,326
1.936,324
1.937,324
1.938,323
1.939,327
1.94,324
1.941,325
1.942,326
1.943,325
1.944,325
1.945,323
1.946,323
1.947,323
1.948,323
1.949,322
1.95,323
1.951,324
1.952,323
1.953,322
1.954,325
1.955,325
1.956,322
1.957,322
1.958,323
1.959,324
1.96,325
1.961,324
1.962,324
1.963,327
1.964,326
1.965,329
1.966,329
1.967,327
1.968,326
1.969,324
1.97,324
1.971,321
1.972,320
1.973,320
1.974,320
1.975,319
1.976,319
1.977,320
1.978,321
1.979,320
1.98,320
1.981,321
1.982,321
1.983,322
1.984,320
1.985,318
1.986,319
1.987,323
1.988,326
1.989,323
1.99,323
1.991,321
1.992,324
1.993,326
1.994,325
1.995,324
1.996,322
1.997,321
1.998,322
1.999,322
2,322
2.001,323
2.002,324
2.003,324
2.004,324
2.005,324
2.006,324
2.007,324
2.008,325
2.009,324
2.01,327
2.011,325
2.012,324
2.013,324
2.014,325
2.015,325
2.016,325
2.017,325
2.018,324
2.019,324
2.02,322
2.021,323
2.022,325
2.023,325
2.024,322
2.025,322
2.026,321
2.027,324
2.028,323
2.029,320
2.03,320
2.031,322
2.032,325
2.033,322
2.034,322
2.035,325
2.036,324
2.037,325
2.038,326
2.039,324
2.04,324
2.041,325
2.042,323
2.043,323
2.044,324
2.045,325
2.046,325
2.047,324
2.048,324
2.049,322
2.05,322
2.051,320
2.052,318
2.053,320
2.054,321
2.055,321
2.056,322
2.057,323
2.058,323
2.059,322
2.06,322
2.061,321
2.062,324
2.063,324
2.064,323
2.065,325
2.066,325
2.067,323
2.068,320
2.069,323
2.07,326
2.071,325
2.072,328
2.073,325
2.074,326
2.075,325
2.076,323
2.077,324
2.078,322
2.079,322
2.08,322
2.081,323
2.082,323
2.083,325
2.084,326
2.085,327
2.086,325
2.087,326
2.088,324
2.089,323
2.09,322
2.091,324
2.092,323
2.093,322
2.094,324
2.095,324
2.096,323
2.097,321
2.098,321
2.099,319
2.1,320
2.101,320
2.102,321
2.103,320
2.104,321
2.105,321
2.106,322
2.107,322
2.108,324
2.109,321
2.11,323
2.111,326
2.112,329
2.113,326
2.114,324
2.115,325
2.116,326
2.117,324
2.118,323
2.119,323
2.12,321
2.121,320
2.122,320
2.123,320
2.124,320
2.125,320
2.126,321
2.127,323
2.128,324
2.129,324
2.13,322
2.131,321
2.132,322
2.133,322
2.134,323
2.135,324
2.136,323
2.137,323
2.138,324
2.139,324
2.14,323
2.141,322
2.142,321
2.143,322
2.144,326
2.145,326
2.146,323
2.147,325
2.148,324
2.149,325
2.15,323
2.151,323
2.152,324
2.153,325
2.154,323
2.155,325
2.156,326
2.157,324
2.158,324
2.159,326
2.16,324
2.161,322
2.162,321
2.163,322
2.164,322
2.165,321
2.166,319
2.167,322
2.168,325
2.169,325
2.17,324
2.171,324
2.172,322
2.173,324
2.174,323
2.175,324
2.176,327
2.177,328
2.178,325
2.179,323
2.18,324
2.181,323
2.182,322
2.183,322
2.184,322
2.185,323
2.186,321
2.187,322
2.188,325
2.189,324
2.19,321
2.191,322
2.192,322
2.193,320
2.194,321
2.195,319
2.196,319
2.197,320
2.198,321
2.199,322
2.2,321
2.201,322
2.202,324
2.203,326
2.204,323
2.205,324
2.206,320
2.207,322
2.208,322
2.209,324
2.21,324
2.211,321
2.212,323
2.213,324
2.214,325
2.215,323
2.216,320
2.217,322
2.218,323
2.219,324
2.22,323
2.221,322
2.222,324
2.223,323
2.224,322
2.225,323
2.226,324
2.227,325
2.228,327
2.229,325
2.23,325
2.231,323
2.232,324
2.233,323
2.234,324
2.235,324
2.236,325
2.237,323
2.238,323
2.239,320
2.24,321
2.241,322
2.242,322
2.243,322
2.244,323
2.245,324
2.246,324
2.247,323
2.248,323
2.249,323
2.25,323
2.251,325
2.252,325
2.253,325
2.254,326
2.255,327
2.256,322
2.257,323
2.258,325
2.259,325
2.26,324
2.261,326
2.262,322
2.263,324
2.264,323
2.265,322
2.266,322
2.267,320
2.268,320
2.269,323
2.27,325
2.271,322
2.272,323
2.273,323
2.274,321
2.275,320
2.276,322
2.277,321
2.278,323
2.279,322
2.28,320
2.281,320
2.282,321
2.283,320
2.284,321
2.285,321
2.286,325
2.287,326
2.288,325
2.289,323
2.29,325
2.291,327
2.292,325
2.293,323
2.294,323
2.295,324
2.296,324
2.297,322
2.298,322
2.299,323
2.3,324
2.301,323
2.302,323
2.303,322
2.304,323
2.305,322
2.306,321
2.307,320
2.308,321
2.309,323
2.31,322
2.311,322
2.312,324
2.313,323
2.314,325
2.315,325
2.316,323
2.317,321
2.318,326
2.319,323
2.32,323
2.321,322
2.322,322
2.323,322
2.324,322
2.325,322
2.326,320
2.327,322
2.328,322
2.329,324
2.33,322
2.331,324
